Region,Departement,Commune,LieuDeVote,Bureau,Electeurs,Implantation
KAFFRINE,MALEM HODAR,NDIOUM NGAINTHE,THIOYI NDIOUM,01,364,ABRI PROVISOIRE
KAFFRINE,MALEM HODAR,SAGNA,AYNOUMANE 1,01,419,ABRI PROVISOIRE
KAFFRINE,MALEM HODAR,SAGNA,BOULEL NDOUCOUMANE,01,244,ABRI PROVISOIRE
KAFFRINE,MALEM HODAR,SAGNA,DIABI,01,467,ABRI PROVISOIRE
KAFFRINE,MALEM HODAR,SAGNA,DIAM DIAM,01,464,ECOLE SALLE 1
KAFFRINE,MALEM HODAR,SAGNA,DIAM DIAM,02,463,ECOLE SALLE 2
KAFFRINE,MALEM HODAR,SAGNA,DJIDAH 1,01,232,ABRI PROVISOIRE
KAFFRINE,MALEM HODAR,SAGNA,ECOLE MBAROCOUNDA,01,180,SALLE 1
KAFFRINE,MALEM HODAR,SAGNA,FASS MAME BABA,01,423,ABRI PROVISOIRE
KAFFRINE,MALEM HODAR,SAGNA,GOUDIE,01,344,ABRI PROVISOIRE
KAFFRINE,MALEM HODAR,SAGNA,HAMDALAYE 2,01,187,ABRI PROVISOIRE
KAFFRINE,MALEM HODAR,SAGNA,HODAR,01,349,ECOLE SALLE 1
KAFFRINE,MALEM HODAR,SAGNA,HODAR,02,349,ECOLE SALLE 2
KAFFRINE,MALEM HODAR,SAGNA,KEUR YORO MBAROU,01,408,ECOLE SALLE 1
KAFFRINE,MALEM HODAR,SAGNA,LAGUE,01,497,ECOLE SALLE 1
KAFFRINE,MALEM HODAR,SAGNA,MAKA BELAL,01,377,ABRI PROVISOIRE
KAFFRINE,MALEM HODAR,SAGNA,MAKA BELAL,02,377,ABRI PROVISOIRE
KAFFRINE,MALEM HODAR,SAGNA,MALEME SERIGNE,01,418,ECOLE SALLE 1
KAFFRINE,MALEM HODAR,SAGNA,MBANCOUMA,01,307,ABRI PROVISOIRE
KAFFRINE,MALEM HODAR,SAGNA,MBAROCOUNDA,01,414,ECOLE SALLE 1
KAFFRINE,MALEM HODAR,SAGNA,MBAROCOUNDA,02,414,ECOLE SALLE 2
KAFFRINE,MALEM HODAR,SAGNA,MBENTINKY,01,353,ABRI PROVISOIRE
KAFFRINE,MALEM HODAR,SAGNA,MEDINA FASS,01,194,ABRI PROVISOIRE
KAFFRINE,MALEM HODAR,SAGNA,MEDINA GOVE,01,334,ABRI PROVISOIRE
KAFFRINE,MALEM HODAR,SAGNA,MEDINA NIAHENE,01,375,ABRI PROVISOIRE
KAFFRINE,MALEM HODAR,SAGNA,MISSIRAH HODAR,01,117,ABRI PROVISOIRE
KAFFRINE,MALEM HODAR,SAGNA,NGUETHIE,01,567,ABRI PROVISOIRE
KAFFRINE,MALEM HODAR,SAGNA,NIAHENE,01,592,ECOLE SALLE 1
KAFFRINE,MALEM HODAR,SAGNA,NIAHENE,02,592,ECOLE SALLE 2
KAFFRINE,MALEM HODAR,SAGNA,NIAHENE,03,591,ECOLE SALLE 3
KAFFRINE,MALEM HODAR,SAGNA,PASSI MBELBOUCK,01,157,ECOLE SALLE 1
KAFFRINE,MALEM HODAR,SAGNA,SAGNA,01,421,ECOLE SALLE 1
KAFFRINE,MALEM HODAR,SAGNA,SAGNA,02,422,ECOLE SALLE 3
KAFFRINE,MALEM HODAR,SAGNA,SANTHIE MBELBOUCK,01,405,ABRI PROVISOIRE
KAFFRINE,MALEM HODAR,SAGNA,SEANE,01,470,ECOLE SALLE 1
KAFFRINE,MALEM HODAR,SAGNA,SIVOL,01,344,ECOLE SALLE 1
KAFFRINE,MALEM HODAR,SAGNA,THIALENE,01,393,ABRI PROVISOIRE
KAFFRINE,MALEM HODAR,SAGNA,TOUBA NGUEYENE,01,351,ABRI PROVISOIRE
MATAM,MATAM,BOKIDIAVE,BALEL PATHE,01,141,SALLE DE CLASSE
MATAM,MATAM,BOKIDIAVE,BALEL PATHE,02,133,SALLE DE CLASSE
MATAM,MATAM,BOKIDIAVE,BOKIDIAVE SARAKOLE,01,573,CLASSE CM2 A
MATAM,MATAM,BOKIDIAVE,BOKIDIAVE SARAKOLE,02,575,CLASSE CM2 B
MATAM,MATAM,BOKIDIAVE,BOKIDIAVE SARAKOLE,03,574,CLASSE CM1 A
MATAM,MATAM,BOKIDIAVE,BOKIDIAVE SARAKOLE,04,574,CLASSE CM1 B
MATAM,MATAM,BOKIDIAVE,BOKIDIAVE TOUCOULEUR,01,543,CLASSE CE1 A
MATAM,MATAM,BOKIDIAVE,BOKIDIAVE TOUCOULEUR,02,547,CLASSE CE1 B
MATAM,MATAM,BOKIDIAVE,BOKIDIAVE TOUCOULEUR,03,562,CLASSE CE2 A
MATAM,MATAM,BOKIDIAVE,BOKIDIAVE TOUCOULEUR,04,554,CLASSE CE2 B
MATAM,MATAM,BOKIDIAVE,BOKIDIAVE TOUCOULEUR,05,264,ECOLE BOKIDIAWE1 CLASSE CP
MATAM,MATAM,BOKIDIAVE,DIAMEL GAOUDAL,01,435,ECOLE GAOUDAL 2/ CLASSE CM 2
MATAM,MATAM,BOKIDIAVE,DIOLOL DIAOBE,01,369,CLASSE CM 2
MATAM,MATAM,BOKIDIAVE,DIOLOL DIAOBE,02,368,CLASSE CE 2
MATAM,MATAM,BOKIDIAVE,DIOLOL DIAOBE,03,367,CLASSE CP
MATAM,MATAM,BOKIDIAVE,DONDOU,01,549,CLASSE CM2 A
MATAM,MATAM,BOKIDIAVE,DONDOU,02,548,CLASSE CM2 B
MATAM,MATAM,BOKIDIAVE,DONDOU,03,549,CLASSE CM1 A
MATAM,MATAM,BOKIDIAVE,DONDOU,04,547,CLASSE CM1B
MATAM,MATAM,BOKIDIAVE,DONDOU,05,543,CLASSE CE2A
MATAM,MATAM,BOKIDIAVE,DONDOU,06,551,CLASSE CE2B
MATAM,MATAM,BOKIDIAVE,DOUMGA OURO ALPHA,01,570,CLASSE CM2A
MATAM,MATAM,BOKIDIAVE,DOUMGA OURO ALPHA,02,566,CLASSE CM2B
MATAM,MATAM,BOKIDIAVE,DOUMGA OURO ALPHA,03,574,CLASSE CM1A
MATAM,MATAM,BOKIDIAVE,DOUMGA OURO ALPHA,04,567,CLASSE CE2
MATAM,MATAM,BOKIDIAVE,DOUMGA OURO ALPHA,05,398,ECOLE DOUMGA OURO ALPHA 1 CM1 B
MATAM,MATAM,BOKIDIAVE,DOUMGA OURO THIERNO,01,463,CLASSE CM 2
MATAM,MATAM,BOKIDIAVE,DOUMGA OURO THIERNO,02,461,CLASSE CE2
MATAM,MATAM,BOKIDIAVE,DOUMGA RINDIAW,01,538,CLASSE CM 2
MATAM,MATAM,BOKIDIAVE,DOUMGA RINDIAW,02,534,CLASSE CM 1
MATAM,MATAM,BOKIDIAVE,ECOLE DIOLOL YALALBE,01,552,ECOLE / CLASSE CI
MATAM,MATAM,BOKIDIAVE,ECOLE DIOVOL,01,426,ECOLE / CLASSE CP
MATAM,MATAM,BOKIDIAVE,ECOLE KIRIRE 1,01,594,ECOLE / CLASSE CE1
MATAM,MATAM,BOKIDIAVE,ECOLE MOW,01,343,ECOLE / CLASSE CI
MATAM,MATAM,BOKIDIAVE,ECOLE PADE BOYNGAL,01,163,ECOLE PADE BOYNGAL CLASSE CM2
MATAM,MATAM,BOKIDIAVE,GAOL,01,508,CLASSE CM 2
MATAM,MATAM,BOKIDIAVE,GAOL,02,509,CLASSE CM 1
MATAM,MATAM,BOKIDIAVE,GAOUDAL,01,421,CLASSE CM 2
MATAM,MATAM,BOKIDIAVE,GAOUDAL,02,419,CLASSE CM 1
MATAM,MATAM,BOKIDIAVE,GUIRAYE,01,576,CLASSE CM 2
MATAM,MATAM,BOKIDIAVE,GUIRAYE,02,125,CLASSE CP
MATAM,MATAM,BOKIDIAVE,KATOTE,01,500,CLASSE CM 2
MATAM,MATAM,BOKIDIAVE,KAVEL DIALLOUBE,01,472,CLASSE CM 2
MATAM,MATAM,BOKIDIAVE,KAVEL DIALLOUBE,02,470,CLASSE CM 1
MATAM,MATAM,BOKIDIAVE,KAVEL DIALLOUBE,03,470,CLASSE CE 2
MATAM,MATAM,BOKIDIAVE,MBAKHNA 1,01,563,CLASSE CM 2
MATAM,MATAM,BOKIDIAVE,MBAKHNA 1,02,561,CLASSE CM 1
MATAM,MATAM,BOKIDIAVE,MBOLOYEL,01,476,CLASSE CM 2
MATAM,MATAM,BOKIDIAVE,MBOLOYEL,02,476,CLASSE CM 1
MATAM,MATAM,BOKIDIAVE,SADEL,01,531,CLASSE CM2 A
MATAM,MATAM,BOKIDIAVE,SADEL,02,539,CLASSE CM2 B
MATAM,MATAM,BOKIDIAVE,SADEL,03,533,CLASSE CM1 A
MATAM,MATAM,BOKIDIAVE,SADEL,04,539,CLASSE CE 2 ECOLE 1
MATAM,MATAM,BOKIDIAVE,SADEL,05,381,CLASSE SADEL 1 CLASSE CM1 B
MATAM,MATAM,BOKIDIAVE,SARACOURO DIALLOUBE,01,394,CLASSE CE2
MATAM,MATAM,BOKIDIAVE,SARACOURO DIALLOUBE,02,335,SALLE DE CLASSE
MATAM,MATAM,BOKIDIAVE,THIEHEL SEBBE,01,533,SALLE DE CLASSE
MATAM,MATAM,DABIA,BARGA,01,436,ECOLE BARGA CLASSE CM2
MATAM,MATAM,DABIA,DABIA ODEDJI,01,522,CLASSE CM2A
MATAM,MATAM,DABIA,DABIA ODEDJI,02,529,CLASSE CM2B
MATAM,MATAM,DABIA,DABIA ODEDJI,03,513,CLASSE CM1A
MATAM,MATAM,DABIA,DABIA ODEDJI,04,243,CLASSE CP
MATAM,MATAM,DABIA,DIAL PECHEURS,01,572,ECOLE CLASSE CM2
MATAM,MATAM,DABIA,DIAL PECHEURS,02,575,ECOLE CLASSE CE2
MATAM,MATAM,DABIA,DIAL PECHEURS,03,112,ABRI PROVISOIRE
MATAM,MATAM,DABIA,DIONGTO,01,407,CLASSE CM1
MATAM,MATAM,DABIA,DIONGTO,02,407,CLASSE CM2
MATAM,MATAM,DABIA,ECOLE SYLLA,01,262,CLASSE CI
MATAM,MATAM,DABIA,GABABE PECHEURS,01,453,CLASSE CM1
MATAM,MATAM,DABIA,GABABE PECHEURS,02,453,SALLE DE CLASSE
MATAM,MATAM,DABIA,GOUDOUDE DIOBE,01,489,CLASSE CI
MATAM,MATAM,DABIA,GOUDOUDE DIOBE,02,359,SALLE DE CLASSE
MATAM,MATAM,DABIA,GOUDOUDE NDOUETBE,01,573,CLASSE CE2
MATAM,MATAM,DABIA,GOUDOUDE NDOUETBE,02,579,CLASSE CM1
MATAM,MATAM,DABIA,GOUDOUDE NDOUETBE,03,255,SALLE DE CLASSE CP
MATAM,MATAM,DABIA,KOBILO DIADIABE,01,544,ECOLE KOBILO DIAKESBE CEZA
MATAM,MATAM,DABIA,KOBILO DIADIABE,02,543,ECOLE KOBILO DIAKESBE CM1B
MATAM,MATAM,DABIA,KOBILO DIADIABE,03,544,ECOLE KOBILO DIAKESBE CM2B
MATAM,MATAM,DABIA,KOBILO DIAKESBE,01,566,ECOLE KOBILO 2 CLASSE C1
MATAM,MATAM,DABIA,KOBILO DIAKESBE,02,569,ECOLE KOBILO 2 CLASSE CE2
MATAM,MATAM,DABIA,KOBILO TOROBE,01,562,CLASSE CPA
MATAM,MATAM,DABIA,KOBILO TOROBE,02,559,CLASSE CPB
MATAM,MATAM,DABIA,KOBILO TOROBE,03,559,CLASSE CE 1 A ECOLE
MATAM,MATAM,DABIA,MOLLE OUALO,01,153,ABRI PROVISOIRE
MATAM,MATAM,DABIA,SARE LIOU,01,553,CLASSE CM1
MATAM,MATAM,DABIA,SARE LIOU,02,351,SALLE DE CLASSE
MATAM,MATAM,DABIA,SINTHIOU DIAMBOR,01,526,CLASSE CM2
MATAM,MATAM,DES AGNAM (AGNAM CIVOL),AGNAM CIVOL,01,595,ECOLE AGNAM CIVOL CLASSE CP
MATAM,MATAM,DES AGNAM (AGNAM CIVOL),AGNAM CIVOL,02,593,ECOLE AGNAM CIVOL CLASSE CE2
MATAM,MATAM,DES AGNAM (AGNAM CIVOL),AGNAM CIVOL,03,592,ECOLE AGNAM CIVOL CLASSE CM1
MATAM,MATAM,DES AGNAM (AGNAM CIVOL),AGNAM CIVOL,04,595,ECOLE AGNAM CIVOL CLASSE CM2
MATAM,MATAM,DES AGNAM (AGNAM CIVOL),AGNAM CIVOL,05,594,ECOLE AGNAM CIVOL CLASSE
MATAM,MATAM,DES AGNAM (AGNAM CIVOL),AGNAM CIVOL,06,597,ABRI PROVISOIRE
MATAM,MATAM,DES AGNAM (AGNAM CIVOL),AGNAM GODO,01,519,CLASSE CE2
MATAM,MATAM,DES AGNAM (AGNAM CIVOL),AGNAM GODO,02,517,CLASSE CME2
MATAM,MATAM,DES AGNAM (AGNAM CIVOL),AGNAM GOLI,01,557,ECOLE AGNAM GOLI CLASSE CM2
MATAM,MATAM,DES AGNAM (AGNAM CIVOL),AGNAM GOLI,02,558,ECOLE AGNAM GOLI CLASSE CE2A
MATAM,MATAM,DES AGNAM (AGNAM CIVOL),AGNAM GOLI,03,556,ECOLE AGNAM GOLI CLASSE CM1A
MATAM,MATAM,DES AGNAM (AGNAM CIVOL),AGNAM GOLI,04,555,ECOLE AGNAM GOLI CLASSE CM1B
MATAM,MATAM,DES AGNAM (AGNAM CIVOL),AGNAM GOLI,05,558,ECOLE AGNAM GOLI CLASSE CE2B
MATAM,MATAM,DES AGNAM (AGNAM CIVOL),AGNAM THIODAYE,01,581,ECOLE AGNAM THIODAYE CE2A
MATAM,MATAM,DES AGNAM (AGNAM CIVOL),AGNAM THIODAYE,02,578,ECOLE AGNAM THIODAYE CM1A
MATAM,MATAM,DES AGNAM (AGNAM CIVOL),AGNAM THIODAYE,03,580,ECOLE AGNAM THIODAYE CM2A
MATAM,MATAM,DES AGNAM (AGNAM CIVOL),AGNAM THIODAYE,04,580,ECOLE AGNAM THIODAYE CM2B
MATAM,MATAM,DES AGNAM (AGNAM CIVOL),AGNAM THIODAYE,05,581,ECOLE AGNAM THIODAYE CLASSE
MATAM,MATAM,DES AGNAM (AGNAM CIVOL),AGNAM THIODAYE,06,583,ECOLE AGNAM THIODAYE CLASSE CE2 B
MATAM,MATAM,DES AGNAM (AGNAM CIVOL),AGNAM TOULEL THIALLE,01,551,CLASSE CE2
MATAM,MATAM,DES AGNAM (AGNAM CIVOL),AGNAM TOULEL THIALLE,02,555,CLASSE CM1
MATAM,MATAM,DES AGNAM (AGNAM CIVOL),AGNAM TOULEL THIALLE,03,562,CLASSE CM 2 ECOLE
MATAM,MATAM,DES AGNAM (AGNAM CIVOL),AGNAM TOULEL THIALLE,04,380,ABRI PROVISOIRE
MATAM,MATAM,DES AGNAM (AGNAM CIVOL),AGNAM TOULEL THIALLE,05,383,CLASSE CM2
MATAM,MATAM,DES AGNAM (AGNAM CIVOL),ECOLE AGNAM LIDOUBE,01,465,CLASSE CE2
MATAM,MATAM,DES AGNAM (AGNAM CIVOL),ECOLE AGNAM LIDOUBE,02,465,CLASSE CM2
MATAM,MATAM,DES AGNAM (AGNAM CIVOL),ECOLE SINTHIOU BOUMAKA,01,491,CLASSE CI
MATAM,MATAM,DES AGNAM (AGNAM CIVOL),ECOLE SINTHIOU BOUMAKA,02,487,CLASSE CP
MATAM,MATAM,DES AGNAM (AGNAM CIVOL),ECOLE SINTHIOU BOUMAKA,03,440,CLASSE CE1
MATAM,MATAM,DES AGNAM (AGNAM CIVOL),ECOLE SINTHIOU BOUMAKA,04,440,CLASSE CE2
MATAM,MATAM,DES AGNAM (AGNAM CIVOL),MBERLA BELE,01,489,ECOLE MBERLA BELE CLASSE CI
MATAM,MATAM,DES AGNAM (AGNAM CIVOL),MBERLA BELE,02,485,ECOLE MBERLA BELE CLASSE
MATAM,MATAM,DES AGNAM (AGNAM CIVOL),MBERLA BELE,03,492,ABRI PROVISOIRE
MATAM,MATAM,DES AGNAM (AGNAM CIVOL),NDIAFFANE BELTHINDI,01,581,SALLE DE CLASSE
MATAM,MATAM,DES AGNAM (AGNAM CIVOL),NDIAFFANE BELTHINDI,02,582,SALLE DE CLASSE CP
MATAM,MATAM,DES AGNAM (AGNAM CIVOL),NDIAFFANE SOROKOUM,01,556,CLASSE CE2
MATAM,MATAM,DES AGNAM (AGNAM CIVOL),NDIAFFANE SOROKOUM,02,551,CLASSE CM1
MATAM,MATAM,DES AGNAM (AGNAM CIVOL),NDIAFFANE SOROKOUM,03,537,ABRI PROVISOIRE
MATAM,MATAM,DES AGNAM (AGNAM CIVOL),NDIAFFANE SOROKOUM,04,538,CLASSE CP
MATAM,MATAM,DES AGNAM (AGNAM CIVOL),SIEGE ALDA AGNAM OURO CIRE,01,499,ECOLE OURO CIRE CLASSE CI
MATAM,MATAM,DES AGNAM (AGNAM CIVOL),SIEGE ALDA AGNAM OURO CIRE,02,501,ECOLE OURO CIRE BUREAU DIR.
MATAM,MATAM,DES AGNAM (AGNAM CIVOL),SIEGE ALDA AGNAM OURO CIRE,03,501,SALLE DE CLASSE
MATAM,MATAM,DES AGNAM (AGNAM CIVOL),SIEGE ALDA AGNAM OURO CIRE,04,500,SALLE DE CLASSE CP
MATAM,MATAM,DES AGNAM (AGNAM CIVOL),SIEGE ALDA AGNAM OURO CIRE,05,502,CLASSE CM1
MATAM,MATAM,DES AGNAM (AGNAM CIVOL),SYLLA WORGO,01,399,ABRI PROVISOIRE
MATAM,MATAM,DES AGNAM (AGNAM CIVOL),SYLLA WORGO,02,346,ABRI PROVISOIRE
MATAM,MATAM,MATAM,ECOLE DIAMEL,01,573,CLASSE CM2 A
MATAM,MATAM,MATAM,ECOLE DIAMEL,02,574,CLASSE CM1 A
MATAM,MATAM,MATAM,ECOLE DIAMEL,03,500,SALLE DE CLASSE
MATAM,MATAM,MATAM,ECOLE DIAMEL,04,501,SALLE DE CLASSE CM2 B
MATAM,MATAM,MATAM,ECOLE GOUREL SERIGNE,01,569,SALLE MATERNELLE PETITE SECTIO
MATAM,MATAM,MATAM,ECOLE GOUREL SERIGNE,02,570,CLASSE CP B
MATAM,MATAM,MATAM,ECOLE GOUREL SERIGNE,03,569,CLASSE CE2 B
MATAM,MATAM,MATAM,ECOLE GOUREL SERIGNE,04,563,SALLE DE CLASSE
MATAM,MATAM,MATAM,ECOLE GOUREL SERIGNE,05,248,SALLE DE CLASSE CM1
MATAM,MATAM,MATAM,ECOLE MATAM 1,01,527,CLASSE CM2 B
MATAM,MATAM,MATAM,ECOLE MATAM 1,02,526,CLASSE CE1 A
MATAM,MATAM,MATAM,ECOLE MATAM 1,03,530,CLASSE CE1 C
MATAM,MATAM,MATAM,ECOLE MATAM 1,04,532,SALLE DE CLASSE
MATAM,MATAM,MATAM,ECOLE MATAM 1,05,527,SALLE DE CLASSE CE2 B
MATAM,MATAM,MATAM,ECOLE MATAM 2,01,545,CLASSE CE2 A
MATAM,MATAM,MATAM,ECOLE MATAM 2,02,547,CLASSE CP B
MATAM,MATAM,MATAM,ECOLE MATAM 2,03,545,CLASSE CM2 B
MATAM,MATAM,MATAM,ECOLE MATAM 2,04,547,CLASSE CM2 A
MATAM,MATAM,MATAM,ECOLE MATAM 4,01,559,SALLE DE CLASSE
MATAM,MATAM,MATAM,ECOLE MATAM 4,02,561,SALLE DE CLASSE
MATAM,MATAM,MATAM,ECOLE MATAM 4,03,562,SALLE DE CLASSE
MATAM,MATAM,MATAM,ECOLE MATAM 4,04,554,SALLE DE CLASSE
MATAM,MATAM,MATAM,ECOLE MATAM 4,05,353,SALLE DE CLASSE CE2 B
MATAM,MATAM,MATAM,ECOLE NAVEL,01,484,CLASSE CP B
MATAM,MATAM,MATAM,ECOLE NAVEL,02,484,CLASSE CE 1
MATAM,MATAM,MATAM,ECOLE NAVEL,03,485,SALLE DE CLASSE
MATAM,MATAM,NABADJI CIVOL,BOKISSABOUDOU,01,499,CLASSE CM 2
MATAM,MATAM,NABADJI CIVOL,BOKISSABOUDOU,02,500,CLASSE CM1
MATAM,MATAM,NABADJI CIVOL,BOYNADJI ROUMDE,01,489,CLASSE CM2A
MATAM,MATAM,NABADJI CIVOL,BOYNADJI ROUMDE,02,490,CLASSE CM2 B
MATAM,MATAM,NABADJI CIVOL,BOYNADJI ROUMDE,03,487,CLASSE CE2
MATAM,MATAM,NABADJI CIVOL,BOYNADJI SINTHIOU,01,537,CLASSE CM1 A
MATAM,MATAM,NABADJI CIVOL,BOYNADJI SINTHIOU,02,537,CLASSE CM1 B
MATAM,MATAM,NABADJI CIVOL,BOYNADJI SINTHIOU,03,537,CLASSE CE2 A
MATAM,MATAM,NABADJI CIVOL,BOYNADJI SINTHIOU,04,534,SALLE DE CLASSE
MATAM,MATAM,NABADJI CIVOL,DIENGA,01,479,ABRI PROVISOIRE
MATAM,MATAM,NABADJI CIVOL,ECOLE HONTORBE,01,459,ECOLE / CLASSE CI
MATAM,MATAM,NABADJI CIVOL,ECOLE SIRIWORO,01,311,ECOLE / CLASSE CP
MATAM,MATAM,NABADJI CIVOL,ECOLE THIOUBALEL,01,380,ECOLE / CLASSE CI
MATAM,MATAM,NABADJI CIVOL,ECOLE TIGUERE YENE,01,560,ECOLE / CLASSE CP
MATAM,MATAM,NABADJI CIVOL,ECOLE TIGUERE YENE,02,269,ECOLE / CLASSE CI
MATAM,MATAM,NABADJI CIVOL,FETE NIEBE,01,462,CLASSE CM2 A
MATAM,MATAM,NABADJI CIVOL,FETE NIEBE,02,461,CLASSE CM1 A
MATAM,MATAM,NABADJI CIVOL,FETE NIEBE,03,460,CLASSE CE2 A
MATAM,MATAM,NABADJI CIVOL,KOUNDEL,01,508,CLASSE CM 2
MATAM,MATAM,NABADJI CIVOL,KOUNDEL,02,510,SALLE DE CLASSE
MATAM,MATAM,NABADJI CIVOL,MOGO YALALBE 1,01,295,ECOLE MOGO YALALBE/ CLASSE CI
MATAM,MATAM,NABADJI CIVOL,NABADJI CIVOL 1,01,597,CLASSE CM2 A
MATAM,MATAM,NABADJI CIVOL,NABADJI CIVOL 1,02,596,CLASSE CM2 B
MATAM,MATAM,NABADJI CIVOL,NABADJI CIVOL 1,03,597,CLASSE CM1 A
MATAM,MATAM,NABADJI CIVOL,NABADJI CIVOL 1,04,594,CLASSE CM1 B
MATAM,MATAM,NABADJI CIVOL,NABADJI CIVOL 1,05,593,CLASSE CE2 A
MATAM,MATAM,NABADJI CIVOL,NABADJI CIVOL 1,06,599,CLASSE DE CE2 B
MATAM,MATAM,NABADJI CIVOL,NABADJI MBAL,01,428,CLASSE CM 2
MATAM,MATAM,NABADJI CIVOL,NABADJI MBAL,02,426,CLASSE CM 1
MATAM,MATAM,NABADJI CIVOL,NDOULOUMADJI DEMBE,01,560,CLASSE CM2 A
MATAM,MATAM,NABADJI CIVOL,NDOULOUMADJI DEMBE,02,555,CLASSE CM2 B
MATAM,MATAM,NABADJI CIVOL,NDOULOUMADJI DEMBE,03,559,CLASSE CM1 A
MATAM,MATAM,NABADJI CIVOL,NDOULOUMADJI DEMBE,04,558,CLASSE CE 2 A
MATAM,MATAM,NABADJI CIVOL,NDOULOUMADJI DEMBE,05,558,CLASSE CE 2 A
MATAM,MATAM,NABADJI CIVOL,NDOULOUMADJI DEMBE,06,496,ECOLE NDOULMADJI DEMBE 1 - CM 1 B
MATAM,MATAM,NABADJI CIVOL,NDOULOUMADJI FOUNEBE,01,567,ECOLE / CLASSE CE2
MATAM,MATAM,NABADJI CIVOL,NDOULOUMADJI FOUNEBE,02,570,ECOLE / CLASSE CE1
MATAM,MATAM,NABADJI CIVOL,NDOULOUMADJI FOUNEBE,03,415,CLASSE DE CI
MATAM,MATAM,NABADJI CIVOL,NGUEYENE,01,547,CLASSE CM2 A
MATAM,MATAM,NABADJI CIVOL,NGUEYENE,02,546,CLASSE CM2 B
MATAM,MATAM,NABADJI CIVOL,NGUEYENE,03,547,CLASSE CM1 A
MATAM,MATAM,NABADJI CIVOL,SEDO ABASSE,01,410,CLASSE CM2 A
MATAM,MATAM,NABADJI CIVOL,SEDO ABASSE,02,406,CLASSE CM2 B
MATAM,MATAM,NABADJI CIVOL,SEDO SEBE,01,564,ECOLE - CLASSE CM2
MATAM,MATAM,NABADJI CIVOL,SEDO SEBE,02,559,CLASSE CM1
MATAM,MATAM,NABADJI CIVOL,SEDO SEBE,03,566,CLASSE CE 2
MATAM,MATAM,NABADJI CIVOL,SEDO SEBE,04,559,CLASSE CE 1 ECOLE 1
MATAM,MATAM,NABADJI CIVOL,SEDO SEBE,05,198,ECOLE SEDO SEBE 1 CLASSE CP
MATAM,MATAM,NABADJI CIVOL,SINTHIOU MOGO,01,504,CLASSE CM 2
MATAM,MATAM,NABADJI CIVOL,SINTHIOU MOGO,02,501,CLASSE CM1
MATAM,MATAM,NABADJI CIVOL,THIARENE,01,583,CLASSE CM 2
MATAM,MATAM,NABADJI CIVOL,THIARENE,02,584,CLASSE C M 1
MATAM,MATAM,NABADJI CIVOL,THIARENE,03,587,CLASSE C E 2
MATAM,MATAM,NABADJI CIVOL,THIARENE,04,199,CLASSE CE1 B
MATAM,MATAM,NABADJI CIVOL,TIGUERE CIRE,01,482,CLASSE CM 2
MATAM,MATAM,NABADJI CIVOL,TIGUERE CIRE,02,480,CLASSE CM 1
MATAM,MATAM,NABADJI CIVOL,TIGUERE CIRE,03,482,CLASSE CE 2
MATAM,MATAM,NABADJI CIVOL,WOUDOUROU,01,528,CLASSE CM 2
MATAM,MATAM,NABADJI CIVOL,WOUDOUROU,02,532,CLASSE CM 1
MATAM,MATAM,NABADJI CIVOL,WOUDOUROU,03,522,CLASSE CE 2
MATAM,MATAM,NABADJI CIVOL,WOUDOUROU,04,528,SALLE DE CLASSE
MATAM,MATAM,NABADJI CIVOL,WOUDOUROU,05,339,ECOLE WOUDOUROU 1 CLASSE CP
MATAM,MATAM,NGUIDJILONE,ALI OURI,01,441,CLASSE CM 2
MATAM,MATAM,NGUIDJILONE,ALI OURI,02,440,CLASSE CM 1
MATAM,MATAM,NGUIDJILONE,ALI OURI,03,442,CLASSE CE 2
MATAM,MATAM,NGUIDJILONE,ECOLE FRANCO ARABE,01,438,SALLE DE CLASSE
MATAM,MATAM,NGUIDJILONE,ECOLE FRANCO ARABE,02,439,SALLE DE CLASSE
MATAM,MATAM,NGUIDJILONE,ECOLE FRANCO ARABE,03,439,SALLE DE CLASSE
MATAM,MATAM,NGUIDJILONE,KEDELE,01,503,ECOLE KEDELE/ CLASSE CM2
MATAM,MATAM,NGUIDJILONE,KEDELE,02,326,ECOLE KEDELE/ CLASSE CE2
MATAM,MATAM,NGUIDJILONE,NGUIDJILONE,01,559,CLASSE CM2 A
MATAM,MATAM,NGUIDJILONE,NGUIDJILONE,02,569,CLASSE CM2 B
MATAM,MATAM,NGUIDJILONE,NGUIDJILONE,03,563,CLASSE CM1 A
MATAM,MATAM,NGUIDJILONE,NGUIDJILONE,04,560,CLASSE CM1 B
MATAM,MATAM,NGUIDJILONE,NGUIDJILONE,05,533,CLASSE CE1 A
MATAM,MATAM,NGUIDJILONE,NGUIDJILONE,06,329,ECOLE SADA NDIAYE CLASSE CE 1 B
MATAM,MATAM,NGUIDJILONE,SOMONO,01,574,CLASSE DE CP
MATAM,MATAM,NGUIDJILONE,SOMONO,02,27,ECOLE SOMONO CLASSE CM2
MATAM,MATAM,OGO,BELINAYDE MBAYLA,01,508,ABRI PROVISOIRE
MATAM,MATAM,OGO,BELINAYDE MBAYLA,02,508,ABRI PROVISOIRE
MATAM,MATAM,OGO,DANTHIADI,01,568,CLASSE CM2 A
MATAM,MATAM,OGO,DANTHIADI,02,559,CLASSE CM1 A
MATAM,MATAM,OGO,DANTHIADI,03,571,CLASSE CE2 A
MATAM,MATAM,OGO,DANTHIADI,04,488,ECOLE DANTHIADY/ CLASSE DE CI A
